payment_id,timestamp,event_type,failure_code,diagnosis,action_taken,retry_count,compliance_check_result,llm_reasoning,resulting_state
pay_ALVUj4APg1FNA8,2026-08-21 18:01:00,INGESTION,INVALID_VPA,Cause: The UPI Virtual Payment Address is invalid or inactive. | Plan: Halt retries. Send outreach request for updated VPA details.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_ALVUj4APg1FNA8,2026-08-22 10:00:00,OUTBOUND_NUDGE_1,INVALID_VPA,Cause: The UPI Virtual Payment Address is invalid or inactive. | Plan: Halt retries. Send outreach request for updated VPA details.,Sent nudge #1 (Polite English),0,PASS,AI Decision: Wrong UPI handle. Guiding customer in professional English to verify and update UPI VPA. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_ALVUj4APg1FNA8,2026-08-22 10:51:00,MOCK_PAYMENT_ATTEMPT,INVALID_VPA,Cause: The UPI Virtual Payment Address is invalid or inactive. | Plan: Halt retries. Send outreach request for updated VPA details.,Processed payment authorization via link,1,PASS,Customer clicked payment link and authorized transaction. Success.,RECOVERED
pay_dYvpiYKne1WJnL,2026-08-09 09:08:00,INGESTION,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_dYvpiYKne1WJnL,2026-08-09 15:08:00,OUTBOUND_NUDGE_1,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Sent nudge #1 (Professional English),0,PASS,AI Decision: Balance issue detected. Professional English outreach notifying customer of auto-debit failure with multi-method payment link. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_dYvpiYKne1WJnL,2026-08-09 16:25:00,MOCK_PAYMENT_ATTEMPT,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Processed payment authorization via link,1,PASS,Customer clicked payment link and authorized transaction. Success.,RECOVERED
pay_VAHhVeECXxGLgC,2026-08-05 13:39:00,INGESTION,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_VAHhVeECXxGLgC,2026-08-05 16:39:00,OUTBOUND_NUDGE_1,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Sent nudge #1 (Professional English),0,PASS,AI Decision: Balance issue detected. Professional English outreach notifying customer of auto-debit failure with multi-method payment link. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_VAHhVeECXxGLgC,2026-08-05 17:29:00,CUSTOMER_REPLY,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Customer replied: 'Stop messages / Unsubscribe',0,PASS,User revoked consent. Immediate stop rule active.,ESCALATED
pay_OLJTuyMHsDGMBg,2026-08-03 10:53:00,INGESTION,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_OLJTuyMHsDGMBg,2026-08-03 12:53:00,OUTBOUND_NUDGE_1,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Sent nudge #1 (Professional English),0,PASS,AI Decision: Customer dropped off at checkout. Friendly cart recovery reminder in professional English. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_OLJTuyMHsDGMBg,2026-08-03 14:04:00,NO_RESPONSE,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,No reply detected from customer within window,0,PASS,Nudge #1 ignored by customer,ENGAGEMENT_STARTED
pay_OLJTuyMHsDGMBg,2026-08-03 16:04:00,OUTBOUND_NUDGE_2,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Sent nudge #2 (Polite English),0,PASS,AI Decision: Mock mode follow-up. Customer responding to abandoned checkout. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_OLJTuyMHsDGMBg,2026-08-03 16:25:00,NO_RESPONSE,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,No reply detected from customer within window,0,PASS,Nudge #2 ignored by customer,ENGAGEMENT_STARTED
pay_OLJTuyMHsDGMBg,2026-08-04 16:25:00,MOCK_PAYMENT_ATTEMPT,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Automated retry triggered (final attempt),1,PASS,Automated system retry failed. Retry limit reached.,ENGAGEMENT_STARTED
pay_OLJTuyMHsDGMBg,2026-08-04 18:25:00,OUTBOUND_NUDGE_3,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Sent nudge #3 (Polite English),1,PASS,AI Decision: Mock mode follow-up. Customer responding to abandoned checkout. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_OLJTuyMHsDGMBg,2026-08-04 18:51:00,NO_RESPONSE,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,No reply detected from customer within window,1,PASS,Nudge #3 ignored by customer,ENGAGEMENT_STARTED
pay_OLJTuyMHsDGMBg,2026-08-05 18:51:00,MOCK_PAYMENT_ATTEMPT,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Automated retry triggered (final attempt),2,PASS,Automated system retry failed. Retry limit reached.,ENGAGEMENT_STARTED
pay_OLJTuyMHsDGMBg,2026-08-05 18:51:00,EXHAUSTED,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Loop safety limit reached,2,PASS,Max communication cycle reached without customer payment.,EXHAUSTED
pay_ffBgVVxZiJdL9J,2026-08-25 13:36:00,INGESTION,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_ffBgVVxZiJdL9J,2026-08-25 16:36:00,OUTBOUND_NUDGE_1,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Sent nudge #1 (Professional English),0,PASS,AI Decision: Customer dropped off at checkout. Friendly cart recovery reminder in professional English. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_ffBgVVxZiJdL9J,2026-08-25 17:48:00,MOCK_PAYMENT_ATTEMPT,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Processed payment authorization via link,1,PASS,Customer clicked payment link and authorized transaction. Success.,RECOVERED
pay_oZB2JX0NNRPJbM,2026-08-06 14:19:00,INGESTION,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_oZB2JX0NNRPJbM,2026-08-06 17:19:00,OUTBOUND_NUDGE_1,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Sent nudge #1 (Professional English),0,PASS,AI Decision: Customer dropped off at checkout. Friendly cart recovery reminder in professional English. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_oZB2JX0NNRPJbM,2026-08-06 18:25:00,NO_RESPONSE,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,No reply detected from customer within window,0,PASS,Nudge #1 ignored by customer,ENGAGEMENT_STARTED
pay_oZB2JX0NNRPJbM,2026-08-07 13:00:00,OUTBOUND_NUDGE_2,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Sent nudge #2 (Polite English),0,PASS,AI Decision: Mock mode follow-up. Customer responding to abandoned checkout. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_oZB2JX0NNRPJbM,2026-08-07 13:48:00,NO_RESPONSE,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,No reply detected from customer within window,0,PASS,Nudge #2 ignored by customer,ENGAGEMENT_STARTED
pay_oZB2JX0NNRPJbM,2026-08-08 13:48:00,MOCK_PAYMENT_ATTEMPT,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Automated retry triggered (final attempt),1,PASS,Automated system retry failed. Retry limit reached.,ENGAGEMENT_STARTED
pay_oZB2JX0NNRPJbM,2026-08-08 17:48:00,OUTBOUND_NUDGE_3,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Sent nudge #3 (Polite English),1,PASS,AI Decision: Mock mode follow-up. Customer responding to abandoned checkout. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_oZB2JX0NNRPJbM,2026-08-08 18:57:00,NO_RESPONSE,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,No reply detected from customer within window,1,PASS,Nudge #3 ignored by customer,ENGAGEMENT_STARTED
pay_oZB2JX0NNRPJbM,2026-08-09 18:57:00,MOCK_PAYMENT_ATTEMPT,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Automated retry triggered (final attempt),2,PASS,Automated system retry failed. Retry limit reached.,ENGAGEMENT_STARTED
pay_oZB2JX0NNRPJbM,2026-08-09 18:57:00,EXHAUSTED,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Loop safety limit reached,2,PASS,Max communication cycle reached without customer payment.,EXHAUSTED
pay_UuX8KMf4djkWNd,2026-08-10 12:49:00,INGESTION,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_UuX8KMf4djkWNd,2026-08-10 18:49:00,OUTBOUND_NUDGE_1,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Sent nudge #1 (Respectful English),0,PASS,AI Decision: Mandate cancelled. Informing customer in professional English and providing instant reactivation link. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_UuX8KMf4djkWNd,2026-08-10 20:28:00,NO_RESPONSE,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,No reply detected from customer within window,0,PASS,Nudge #1 ignored by customer,ENGAGEMENT_STARTED
pay_UuX8KMf4djkWNd,2026-08-11 11:00:00,OUTBOUND_NUDGE_2,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Sent nudge #2 (Polite English),0,PASS,AI Decision: Mock mode follow-up. Customer responding to mandate cancellation. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_UuX8KMf4djkWNd,2026-08-11 11:22:00,NO_RESPONSE,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,No reply detected from customer within window,0,PASS,Nudge #2 ignored by customer,ENGAGEMENT_STARTED
pay_UuX8KMf4djkWNd,2026-08-12 11:22:00,MOCK_PAYMENT_ATTEMPT,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Automated retry triggered (final attempt),1,PASS,Automated system retry failed. Retry limit reached.,ENGAGEMENT_STARTED
pay_UuX8KMf4djkWNd,2026-08-12 15:22:00,OUTBOUND_NUDGE_3,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Sent nudge #3 (Polite English),1,PASS,AI Decision: Mock mode follow-up. Customer responding to mandate cancellation. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_UuX8KMf4djkWNd,2026-08-12 15:44:00,CUSTOMER_REPLY,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Customer replied: 'Stop messages / Unsubscribe',1,PASS,User revoked consent. Immediate stop rule active.,ESCALATED
pay_iWqsuhaFVBliyI,2026-08-26 18:29:00,INGESTION,BANK_DECLINE_RISK,"Cause: Bank network flagged transaction as high risk or temporarily blocked recurring debits. | Plan: Wait 24h cooling-off period, attempt 1 automated retry, then escalate if failed again.",Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_iWqsuhaFVBliyI,2026-08-27 14:00:00,OUTBOUND_NUDGE_1,BANK_DECLINE_RISK,"Cause: Bank network flagged transaction as high risk or temporarily blocked recurring debits. | Plan: Wait 24h cooling-off period, attempt 1 automated retry, then escalate if failed again.",Sent nudge #1 (Professional English),0,PASS,AI Decision: Bank decline. Informing customer in professional English and offering an alternate payment retry link. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_iWqsuhaFVBliyI,2026-08-27 15:27:00,MOCK_PAYMENT_ATTEMPT,BANK_DECLINE_RISK,"Cause: Bank network flagged transaction as high risk or temporarily blocked recurring debits. | Plan: Wait 24h cooling-off period, attempt 1 automated retry, then escalate if failed again.",Processed payment authorization via link,1,PASS,Customer clicked payment link and authorized transaction. Success.,RECOVERED
pay_1S6xfB2gpBLzHf,2026-08-05 21:48:00,INGESTION,INVALID_VPA,Cause: The UPI Virtual Payment Address is invalid or inactive. | Plan: Halt retries. Send outreach request for updated VPA details.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_1S6xfB2gpBLzHf,2026-08-06 10:00:00,OUTBOUND_NUDGE_1,INVALID_VPA,Cause: The UPI Virtual Payment Address is invalid or inactive. | Plan: Halt retries. Send outreach request for updated VPA details.,Sent nudge #1 (Polite English),0,PASS,AI Decision: Wrong UPI handle. Guiding customer in professional English to verify and update UPI VPA. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_1S6xfB2gpBLzHf,2026-08-06 10:43:00,MOCK_PAYMENT_ATTEMPT,INVALID_VPA,Cause: The UPI Virtual Payment Address is invalid or inactive. | Plan: Halt retries. Send outreach request for updated VPA details.,Processed payment authorization via link,1,PASS,Customer clicked payment link and authorized transaction. Success.,RECOVERED
pay_Pel8XOFDWKWLCR,2026-08-03 18:38:00,INGESTION,NETWORK_TIMEOUT,"Cause: Transient gateway network timeout or bank API error. | Plan: Attempt 1 immediate retry. If fails again, wait 24h before next retry.",Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_Pel8XOFDWKWLCR,2026-08-04 11:00:00,OUTBOUND_NUDGE_1,NETWORK_TIMEOUT,"Cause: Transient gateway network timeout or bank API error. | Plan: Attempt 1 immediate retry. If fails again, wait 24h before next retry.",Sent nudge #1 (Helpful English),0,PASS,AI Decision: Transient network timeout. Reassuring customer in professional English with manual backup link. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_Pel8XOFDWKWLCR,2026-08-04 12:11:00,MOCK_PAYMENT_ATTEMPT,NETWORK_TIMEOUT,"Cause: Transient gateway network timeout or bank API error. | Plan: Attempt 1 immediate retry. If fails again, wait 24h before next retry.",Processed payment authorization via link,1,PASS,Customer clicked payment link and authorized transaction. Success.,RECOVERED
pay_GyDLJ9YV5cC6ZK,2026-08-14 21:21:00,INGESTION,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_GyDLJ9YV5cC6ZK,2026-08-15 11:00:00,OUTBOUND_NUDGE_1,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Sent nudge #1 (Respectful English),0,PASS,AI Decision: Mandate cancelled. Informing customer in professional English and providing instant reactivation link. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_GyDLJ9YV5cC6ZK,2026-08-15 12:29:00,NO_RESPONSE,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,No reply detected from customer within window,0,PASS,Nudge #1 ignored by customer,ENGAGEMENT_STARTED
pay_GyDLJ9YV5cC6ZK,2026-08-15 17:29:00,OUTBOUND_NUDGE_2,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Sent nudge #2 (Polite English),0,PASS,AI Decision: Mock mode follow-up. Customer responding to mandate cancellation. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_GyDLJ9YV5cC6ZK,2026-08-15 19:08:00,NO_RESPONSE,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,No reply detected from customer within window,0,PASS,Nudge #2 ignored by customer,ENGAGEMENT_STARTED
pay_GyDLJ9YV5cC6ZK,2026-08-16 19:08:00,MOCK_PAYMENT_ATTEMPT,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Automated retry triggered (final attempt),1,PASS,Automated system retry failed. Retry limit reached.,ENGAGEMENT_STARTED
pay_GyDLJ9YV5cC6ZK,2026-08-17 11:00:00,OUTBOUND_NUDGE_3,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Sent nudge #3 (Polite English),1,PASS,AI Decision: Mock mode follow-up. Customer responding to mandate cancellation. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_GyDLJ9YV5cC6ZK,2026-08-17 12:40:00,NO_RESPONSE,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,No reply detected from customer within window,1,PASS,Nudge #3 ignored by customer,ENGAGEMENT_STARTED
pay_GyDLJ9YV5cC6ZK,2026-08-18 12:40:00,MOCK_PAYMENT_ATTEMPT,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Automated retry triggered (final attempt),2,PASS,Automated system retry failed. Retry limit reached.,ENGAGEMENT_STARTED
pay_GyDLJ9YV5cC6ZK,2026-08-18 12:40:00,EXHAUSTED,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Loop safety limit reached,2,PASS,Max communication cycle reached without customer payment.,EXHAUSTED
pay_RMdYOPvevgJRys,2026-08-23 20:43:00,INGESTION,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_RMdYOPvevgJRys,2026-08-24 11:00:00,OUTBOUND_NUDGE_1,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Sent nudge #1 (Professional English),0,PASS,AI Decision: Balance issue detected. Professional English outreach notifying customer of auto-debit failure with multi-method payment link. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_RMdYOPvevgJRys,2026-08-24 12:40:00,NO_RESPONSE,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,No reply detected from customer within window,0,PASS,Nudge #1 ignored by customer,ENGAGEMENT_STARTED
pay_RMdYOPvevgJRys,2026-08-24 14:40:00,OUTBOUND_NUDGE_2,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Sent nudge #2 (Polite Hinglish),0,PASS,AI Decision: Mock mode follow-up. Customer responded with general balance query/delay. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_RMdYOPvevgJRys,2026-08-24 14:56:00,NO_RESPONSE,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,No reply detected from customer within window,0,PASS,Nudge #2 ignored by customer,ENGAGEMENT_STARTED
pay_RMdYOPvevgJRys,2026-08-25 14:56:00,MOCK_PAYMENT_ATTEMPT,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Automated retry triggered (final attempt),1,PASS,Automated system retry failed. Retry limit reached.,ENGAGEMENT_STARTED
pay_RMdYOPvevgJRys,2026-08-25 16:56:00,OUTBOUND_NUDGE_3,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Sent nudge #3 (Polite Hinglish),1,PASS,AI Decision: Mock mode follow-up. Customer responded with general balance query/delay. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_RMdYOPvevgJRys,2026-08-25 17:20:00,NO_RESPONSE,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,No reply detected from customer within window,1,PASS,Nudge #3 ignored by customer,ENGAGEMENT_STARTED
pay_RMdYOPvevgJRys,2026-08-26 17:20:00,MOCK_PAYMENT_ATTEMPT,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Automated retry triggered (final attempt),2,PASS,Automated system retry failed. Retry limit reached.,ENGAGEMENT_STARTED
pay_RMdYOPvevgJRys,2026-08-26 17:20:00,EXHAUSTED,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Loop safety limit reached,2,PASS,Max communication cycle reached without customer payment.,EXHAUSTED
pay_6HfPQBGxbxtl8n,2026-08-25 18:51:00,INGESTION,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_6HfPQBGxbxtl8n,2026-08-26 12:00:00,OUTBOUND_NUDGE_1,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Sent nudge #1 (Professional English),0,PASS,AI Decision: Customer dropped off at checkout. Friendly cart recovery reminder in professional English. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_6HfPQBGxbxtl8n,2026-08-26 12:23:00,NO_RESPONSE,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,No reply detected from customer within window,0,PASS,Nudge #1 ignored by customer,ENGAGEMENT_STARTED
pay_6HfPQBGxbxtl8n,2026-08-26 15:23:00,OUTBOUND_NUDGE_2,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Sent nudge #2 (Polite English),0,PASS,AI Decision: Mock mode follow-up. Customer responding to abandoned checkout. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_6HfPQBGxbxtl8n,2026-08-26 16:34:00,NO_RESPONSE,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,No reply detected from customer within window,0,PASS,Nudge #2 ignored by customer,ENGAGEMENT_STARTED
pay_6HfPQBGxbxtl8n,2026-08-27 16:34:00,MOCK_PAYMENT_ATTEMPT,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Automated retry triggered (final attempt),1,PASS,Automated system retry failed. Retry limit reached.,ENGAGEMENT_STARTED
pay_6HfPQBGxbxtl8n,2026-08-28 14:00:00,OUTBOUND_NUDGE_3,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Sent nudge #3 (Polite English),1,PASS,AI Decision: Mock mode follow-up. Customer responding to abandoned checkout. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_6HfPQBGxbxtl8n,2026-08-28 14:16:00,NO_RESPONSE,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,No reply detected from customer within window,1,PASS,Nudge #3 ignored by customer,ENGAGEMENT_STARTED
pay_6HfPQBGxbxtl8n,2026-08-29 14:16:00,MOCK_PAYMENT_ATTEMPT,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Automated retry triggered (final attempt),2,PASS,Automated system retry failed. Retry limit reached.,ENGAGEMENT_STARTED
